Wed May 07 21:16:31 2014    myapp.profile

         1542233 function calls (1519371 primitive calls) in 34.620 seconds

   Ordered by: internal time, cumulative time, call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       18    0.000    0.000    0.000    0.000 <string>:88(<module>)
       28    0.000    0.000    0.000    0.000 <string>:160(<module>)
        2    0.000    0.000    0.001    0.000 C:\Python27\lib\ConfigParser.py:625(items)
       29    0.000    0.000    0.000    0.000 <string>:116(<module>)
        2    0.000    0.000    0.005    0.002 C:\Users\Divine\Documents\GitHub\3dl\pagesscreen.py:61(on_selected_page)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\logger.py:218(emit)
       10    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\uix\textinput.py:1402(_update_text_options)
       13    0.000    0.000    0.000    0.000 {thread.allocate_lock}
       35    0.000    0.000    0.000    0.000 <string>:4(<module>)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\data\style.kv:20(<module>)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\uix\scrollview.py:380(_set_viewport_size)
        7    0.000    0.000    0.001    0.000 C:\Python27\lib\ConfigParser.py:355(_get)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\idlelib\rpc.py:546(__getattr__)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\core\image\__init__.py:595(_set_filename)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\data\style.kv:21(<module>)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\ctypes\wintypes.py:23(VARIANT_BOOL)
       28    0.000    0.000    0.000    0.000 <string>:162(<module>)
       28    0.000    0.000    0.000    0.000 <string>:167(<module>)
       16    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\animation.py:262(_register)
       25    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\animation.py:549(out_quart)
       28    0.000    0.000    0.000    0.000 <string>:155(<module>)
       35    0.000    0.000    0.000    0.000 <string>:121(<module>)
       18    0.000    0.000    0.000    0.000 <string>:67(<module>)
       34    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\uix\textinput.py:935(on_touch_move)
        1    0.000    0.000    0.000    0.000 {method 'view_clip' of 'kivy.graphics.transformation.Matrix' objects}
        6    0.000    0.000    0.003    0.001 C:\Python27\lib\site-packages\kivy\uix\textinput.py:1683(on_size)
        6    0.000    0.000    0.042    0.007 C:\Python27\lib\idlelib\rpc.py:279(getresponse)
       18    0.000    0.000    0.000    0.000 <string>:58(<module>)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\data\style.kv:907(<module>)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\threading.py:219(_acquire_restore)
       16    0.000    0.000    0.000    0.000 {method 'cursor' of 'apsw.Connection' objects}
       18    0.000    0.000    0.000    0.000 {method 'write' of 'file' objects}
        8    0.000    0.000    0.000    0.000 <string>:176(<module>)
        4    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\adapters.py:62(deselect_all)
       20    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\listviews.py:271(_get_selection)
       28    0.000    0.000    0.000    0.000 <string>:142(<module>)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\core\image\__init__.py:410(__init__)
       28    0.000    0.000    0.000    0.000 <string>:141(<module>)
       28    0.000    0.000    0.000    0.000 <string>:150(<module>)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\provider.py:15(MotionEventProvider)
        6    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:583(on_hold_down)
        5    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\scroller.py:48(cancel)
        6    0.000    0.000    0.001    0.000 C:\Python27\lib\logging\__init__.py:1237(makeRecord)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\socket.py:223(meth)
       10    0.000    0.000    0.002    0.000 C:\Python27\lib\site-packages\kivy\uix\screenmanager.py:352(remove_screen)
        3    0.000    0.000    0.450    0.150 C:\Users\Divine\Documents\GitHub\3dl\pagesscreen.py:137(on_leave)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\uix\scrollview.py:452(_update_effect_x_bounds)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\idlelib\rpc.py:287(_proxify)
        4    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\listitems.py:82(on_press)
        6    0.000    0.000    0.049    0.008 C:\Python27\lib\logging\__init__.py:1271(handle)
       32    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:169(on_state)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\uix\textinput.py:1384(_trigger_refresh_line_options)
       28    0.000    0.000    0.000    0.000 <string>:151(<module>)
       18    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\postproc\doubletap.py:35(find_double_tap)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\threading.py:131(__init__)
       10    0.000    0.000    0.000    0.000 <string>:25(<module>)
        9    0.000    0.000    0.000    0.000 <string>:198(<module>)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\data\style.kv:236(<module>)
        6    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\logger.py:188(emit)
       18    0.000    0.000    0.000    0.000 C:\Python27\lib\logging\__init__.py:598(filter)
        5    0.000    0.000    0.001    0.000 C:\Users\Divine\Documents\GitHub\3dl\listitems.py:94(on_touch_down)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\ntpath.py:42(normcase)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\data\style.kv:229(<module>)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\uix\textinput.py:2449(_get_min_height)
       10    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\uix\screenmanager.py:347(add_screen)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\data\style.kv:913(<module>)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\threading.py:227(_release_save)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\logger.py:248(filter)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\sre_compile.py:359(_compile_info)
        3    0.000    0.000    0.231    0.077 C:\Users\Divine\Documents\GitHub\3dl\pagesscreen.py:38(on_enter)
        9    0.000    0.000    0.000    0.000 <string>:186(<module>)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\motionevent.py:105(MotionEventMetaclass)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\base.py:158(start)
       11    0.000    0.000    0.000    0.000 {map}
        4    0.000    0.000    0.000    0.000 <string>:139(<module>)
        2    0.000    0.000    0.002    0.001 C:\Python27\lib\sre_compile.py:493(compile)
       24    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\uix\treeview.py:563(get_root)
       16    0.000    0.000    0.000    0.000 <string>:23(<module>)
        5    0.000    0.000    0.001    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:394(on_touch_down)
       18    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'flush' of '_io._IOBase' objects}
       30    0.000    0.000    0.000    0.000 {method 'release' of 'thread.lock' objects}
        6    0.000    0.000    0.045    0.008 C:\Python27\lib\idlelib\rpc.py:594(__call__)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\data\style.kv:912(<module>)
       29    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\uix\textinput.py:2013(_get_cursor)
        6    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:730(<lambda>)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\data\style.kv:908(<module>)
       14    0.000    0.000    0.000    0.000 <string>:48(<module>)
       12    0.000    0.000    0.000    0.000 <string>:42(<module>)
        5    0.000    0.000    0.002    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:187(cancel)
        2    0.000    0.000    0.001    0.001 C:\Python27\lib\sre_parse.py:675(parse)
        7    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\listitems.py:131(on_touch_down)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\logging\__init__.py:713(format)
       18    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\providers\mouse.py:129(test_activity)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\providers\wm_touch.py:186(stop)
        2    0.000    0.000    0.004    0.002 C:\Users\Divine\Documents\GitHub\3dl\listscreen.py:212(on_archive)
       12    0.000    0.000    0.000    0.000 <string>:74(<module>)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\threading.py:241(Condition)
        3    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\data\style.kv:228(<module>)
       17    0.000    0.000    0.000    0.000 C:\Python27\lib\sre_parse.py:195(match)
        5    0.000    0.000    0.000    0.000 C:\Python27\lib\collections.py:54(__setitem__)
        3    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\data\style.kv:235(<module>)
       12    0.000    0.000    0.000    0.000 C:\Python27\lib\ConfigParser.py:657(_interpolate)
        8    0.000    0.000    0.000    0.000 C:\Python27\lib\_weakrefset.py:68(__contains__)
       20    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\uix\textinput.py:2068(_get_cursor_col)
        6    0.000    0.000    0.000    0.000 <string>:59(<module>)
        2    0.000    0.000    0.001    0.000 C:\Python27\lib\sre_compile.py:178(_compile_charset)
       10    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\cache.py:149(remove)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\ntpath.py:189(splitext)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\logging\__init__.py:445(usesTime)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\providers\tuio.py:51(TuioMotionEventProvider)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\os.py:442(__contains__)
        3    0.000    0.000    0.027    0.009 C:\Python27\lib\logging\__init__.py:1140(info)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\threading.py:113(RLock)
        9    0.000    0.000    0.000    0.000 C:\Python27\lib\ConfigParser.py:373(optionxform)
       10    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\uix\scrollview.py:212(_get_vbar)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\animation.py:148(stop_all)
        2    0.000    0.000    0.002    0.001 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:692(cancel)
        6    0.000    0.000    0.000    0.000 <string>:177(<module>)
       10    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\uix\screenmanager.py:337(stop)
       12    0.000    0.000    0.000    0.000 <string>:78(<module>)
       12    0.000    0.000    0.000    0.000 <string>:40(<module>)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\uix\scrollview.py:459(_update_effect_y_bounds)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\logging\__init__.py:311(getMessage)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\abc.py:128(__instancecheck__)
       16    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       12    0.000    0.000    0.000    0.000 <string>:37(<module>)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\logging\__init__.py:81(<lambda>)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\ntpath.py:196(basename)
       12    0.000    0.000    0.000    0.000 C:\Python27\lib\threading.py:58(__init__)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\abc.py:148(__subclasscheck__)
        6    0.000    0.000    0.000    0.000 {_struct.pack}
       12    0.000    0.000    0.000    0.000 <string>:34(<module>)
       16    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
       13    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       18    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:276(<lambda>)
       19    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        5    0.000    0.000    0.001    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:143(on_is_selected)
       10    0.000    0.000    0.000    0.000 C:\Python27\lib\sre_parse.py:126(__len__)
        3    0.000    0.000    0.023    0.008 C:\Python27\lib\logging\__init__.py:1128(debug)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\providers\mouse.py:88(__init__)
        3    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\base.py:132(add_input_provider)
       12    0.000    0.000    0.000    0.000 <string>:75(<module>)
       12    0.000    0.000    0.000    0.000 <string>:89(<module>)
        6    0.000    0.000    0.001    0.000 C:\Python27\lib\ConfigParser.py:358(getint)
        5    0.000    0.000    0.000    0.000 C:\Python27\lib\weakref.py:243(__init__)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\collections.py:187(copy)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\providers\wm_pen.py:147(stop)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\uix\scrollview.py:757(_start_decrease_alpha)
       18    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:67(<lambda>)
       11    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\uix\textinput.py:1610(_update_graphics_selection)
       12    0.000    0.000    0.000    0.000 <string>:68(<module>)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\uix\treeview.py:443(_do_open_node)
        1    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\main.py:202(on_stop)
        6    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       16    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:471(<lambda>)
       16    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\animation.py:356(on_complete)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\collections.py:100(keys)
        3    0.000    0.000    0.000    0.000 <string>:9(<module>)
        6    0.000    0.000    0.000    0.000 <string>:175(<module>)
        5    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\data\style.kv:22(<module>)
        7    0.000    0.000    0.000    0.000 C:\Python27\lib\sre_parse.py:138(append)
        2    0.000    0.000    0.000    0.000 <string>:11(<module>)
        8    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\pagesscreen.py:46(_args_converter)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\sre_parse.py:225(_class_escape)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\providers\wm_pen.py:115(start)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\uix\treeview.py:364(iterate_open_nodes)
        1    0.000    0.000    0.002    0.002 C:\Python27\lib\site-packages\kivy\utils.py:64(strtotuple)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\ntpath.py:122(splitdrive)
        2    0.000    0.000    0.001    0.001 C:\Python27\lib\sre_compile.py:478(_code)
       16    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\animation.py:350(on_start)
        7    0.000    0.000    0.000    0.000 <string>:245(<module>)
        2    0.000    0.000    0.001    0.001 C:\Python27\lib\genericpath.py:15(exists)
        2    0.000    0.000    0.001    0.000 <string>:157(<module>)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\idlelib\rpc.py:589(__init__)
        1    0.000    0.000    0.000    0.000 {_ctypes.LoadLibrary}
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\threading.py:237(_is_owned)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\uix\treeview.py:455(_do_layout_node)
        5    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\base.py:194(add_postproc_module)
       18    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:72(<lambda>)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\uix\scrollview.py:466(_update_effect_bounds)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\threading.py:967(name)
       10    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\uix\textinput.py:949(on_touch_up)
       13    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:243(on_release)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\uix\textinput.py:1365(on_cursor)
        8    0.000    0.000    0.000    0.000 <string>:185(<module>)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\providers\wm_pen.py:76(WM_PenProvider)
        8    0.000    0.000    0.000    0.000 <string>:197(<module>)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\core\window\__init__.py:760(on_close)
        1    0.000    0.000    0.068    0.068 C:\Python27\lib\site-packages\kivy\core\window\window_pygame.py:182(close)
        5    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\data\style.kv:27(<module>)
       12    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:240(on_press)
        1    0.000    0.000    0.009    0.009 C:\Python27\lib\site-packages\kivy\base.py:486(stopTouchApp)
       10    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\uix\screenmanager.py:357(on_complete)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\postproc\retaintouch.py:30(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\modules\__init__.py:213(update)
        4    0.000    0.000    0.001    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:782(select)
        6    0.000    0.000    0.000    0.000 <string>:66(<module>)
        7    0.000    0.000    0.000    0.000 <string>:81(<module>)
        6    0.000    0.000    0.000    0.000 {sys._getframe}
        6    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\idlelib\rpc.py:317(newseq)
        3    0.000    0.000    0.002    0.001 <string>:223(<module>)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\utils.py:249(__eq__)
        5    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\data\style.kv:26(<module>)
        9    0.000    0.000    0.000    0.000 C:\Python27\lib\ConfigParser.py:567(__init__)
        5    0.000    0.000    0.000    0.000 <string>:140(<module>)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\postproc\dejitter.py:38(__init__)
       10    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\uix\screenmanager.py:242(on_pre_leave)
        6    0.000    0.000    0.000    0.000 <string>:38(<module>)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\sre_parse.py:90(__init__)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\sre_compile.py:472(isstring)
        2    0.000    0.000    0.004    0.002 <string>:232(<module>)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\ctypes\__init__.py:432(__getattr__)
        6    0.000    0.000    0.000    0.000 <string>:39(<module>)
        5    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\factory.py:21(register)
        3    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\provider.py:19(__init__)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\utils.py:267(_get_platform)
        1    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
        6    0.000    0.000    0.000    0.000 <string>:41(<module>)
        6    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\providers\wm_touch.py:60(TOUCHINPUT)
        7    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\uix\screenmanager.py:245(on_leave)
       13    0.000    0.000    0.000    0.000 C:\Python27\lib\sre_compile.py:24(_identityfunction)
        6    0.000    0.000    0.000    0.000 <string>:190(<module>)
        6    0.000    0.000    0.000    0.000 <string>:60(<module>)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\providers\tuio.py:202(TuioMotionEvent)
        6    0.000    0.000    0.000    0.000 <string>:191(<module>)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\postproc\doubletap.py:28(__init__)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\idlelib\rpc.py:244(decoderesponse)
        3    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\factory.py:31(get)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\factory.py:6(<module>)
        6    0.000    0.000    0.000    0.000 {nt.getpid}
        2    0.000    0.000    0.003    0.001 <string>:103(<module>)
        6    0.000    0.000    0.000    0.000 <string>:184(<module>)
        6    0.000    0.000    0.000    0.000 <string>:181(<module>)
        4    0.000    0.000    0.000    0.000 {method 'count' of 'unicode' objects}
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\sre_parse.py:178(__init__)
        2    0.000    0.000    0.000    0.000 {_sre.compile}
        8    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:374(<lambda>)
        6    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
        6    0.000    0.000    0.000    0.000 <string>:173(<module>)
       10    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:372(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\providers\mouse.py:120(stop)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\providers\wm_common.py:6(<module>)
        6    0.000    0.000    0.000    0.000 <string>:174(<module>)
        5    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\data\style.kv:220(<module>)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\postproc\tripletap.py:31(__init__)
        6    0.000    0.000    0.000    0.000 <string>:192(<module>)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\providers\wm_pen.py:44(RECT)
        6    0.000    0.000    0.000    0.000 <string>:196(<module>)
        7    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\uix\screenmanager.py:239(on_enter)
        1    0.000    0.000    0.001    0.001 <string>:187(<module>)
       10    0.000    0.000    0.000    0.000 {ord}
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\data\style.kv:1021(<module>)
        1    0.000    0.000    0.001    0.001 C:\Python27\lib\re.py:134(match)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\providers\mouse.py:111(start)
        6    0.000    0.000    0.000    0.000 <string>:182(<module>)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\modules\__init__.py:207(unregister_window)
        2    0.000    0.000    0.000    0.000 <string>:132(<module>)
        1    0.000    0.000    0.002    0.002 C:\Python27\lib\site-packages\kivy\input\postproc\ignorelist.py:26(__init__)
        3    0.000    0.000    0.000    0.000 <string>:19(<module>)
        2    0.000    0.000    0.000    0.000 <string>:82(<module>)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\providers\wm_touch.py:91(RECT)
        1    0.000    0.000    0.000    0.000 {kivy.graphics.opengl.glViewport}
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\data\style.kv:1027(<module>)
        3    0.000    0.000    0.000    0.000 <string>:52(<module>)
        3    0.000    0.000    0.000    0.000 <string>:28(<module>)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\lang.py:729(<lambda>)
        6    0.000    0.000    0.000    0.000 <string>:76(<module>)
        6    0.000    0.000    0.000    0.000 <string>:195(<module>)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\base.py:167(close)
        1    0.000    0.000    0.000    0.000 <string>:70(<module>)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\sre_compile.py:354(_simple)
        3    0.000    0.000    0.000    0.000 <string>:15(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\listitems.py:13(on_touch_down)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\factory.py:11(MotionEventFactory)
        1    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\archivescreen.py:20(on_touch_down)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\metrics.py:133(dp)
        5    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\scroller.py:141(<lambda>)
        3    0.000    0.000    0.000    0.000 <string>:18(<module>)
        5    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:278(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\data\style.kv:219(<module>)
        3    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\providers\tuio.py:114(register)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\core\window\__init__.py:262(_get_size)
        1    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\archivescreen.py:60(_args_converter)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\sre_parse.py:67(__init__)
        1    0.000    0.000    0.000    0.000 <string>:30(<module>)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\data\style.kv:210(<module>)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\providers\mouse.py:85(MouseMotionEventProvider)
        1    0.000    0.000    0.000    0.000 <string>:117(<module>)
        3    0.000    0.000    0.000    0.000 <string>:69(<module>)
        4    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\adapters.py:85(on_selection_change)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\sre_parse.py:257(_escape)
        2    0.000    0.000    0.000    0.000 <string>:53(<module>)
        2    0.000    0.000    0.000    0.000 <string>:248(<module>)
        2    0.000    0.000    0.000    0.000 <string>:241(<module>)
        4    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\core\image\__init__.py:548(_img_iterate)
        2    0.000    0.000    0.000    0.000 <string>:109(<module>)
        2    0.000    0.000    0.000    0.000 <string>:209(<module>)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\base.py:152(remove_event_listener)
        3    0.000    0.000    0.000    0.000 {next}
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\ctypes\wintypes.py:123(SIZE)
        2    0.000    0.000    0.000    0.000 {method 'multiply' of 'kivy.graphics.transformation.Matrix' objects}
        2    0.000    0.000    0.000    0.000 {method 'translate' of 'kivy.graphics.transformation.Matrix' objects}
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\lib\osc\OSC.py:248(CallbackManager)
