Wed May 07 21:16:31 2014    myapp.profile

         1542233 function calls (1519371 primitive calls) in 34.620 seconds

   Ordered by: internal time, cumulative time, call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.001    0.000    0.012    0.001 C:\Python27\lib\site-packages\kivy\uix\screenmanager.py:314(start)
      276    0.001    0.000    0.001    0.000 {sum}
      369    0.001    0.000    0.001    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:182(on_touch_up)
       67    0.001    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\animation.py:326(_calculate)
      183    0.001    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\core\image\__init__.py:99(have_mipmap)
       44    0.001    0.000    0.005    0.000 C:\Python27\lib\site-packages\kivy\uix\textinput.py:1505(_trigger_update_graphics)
       68    0.001    0.000    0.082    0.001 C:\Users\Divine\Documents\GitHub\3dl\scroller.py:118(on_touch_move)
        1    0.001    0.001    0.001    0.001 C:\Python27\lib\site-packages\kivy\core\window\__init__.py:682(update_viewport)
       10    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x000000001E29D0F0}
      366    0.001    0.000    0.001    0.000 {method 'iterkeys' of 'dict' objects}
       42    0.001    0.000    0.004    0.000 C:\Users\Divine\Documents\GitHub\3dl\scroller.py:104(on_height)
        1    0.001    0.001    0.001    0.001 C:\Python27\lib\site-packages\kivy\input\providers\wm_pen.py:4(<module>)
        9    0.001    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\uix\screenmanager.py:516(on_complete)
       34    0.001    0.000    0.013    0.000 C:\Python27\lib\site-packages\kivy\uix\relativelayout.py:207(on_touch_move)
       45    0.001    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\cache.py:97(get)
       51    0.001    0.000    0.002    0.000 <string>:144(<module>)
       34    0.001    0.000    0.024    0.001 C:\Python27\lib\site-packages\kivy\core\window\__init__.py:660(on_touch_move)
      183    0.001    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\uix\widget.py:209(__hash__)
      114    0.001    0.000    0.002    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:335(on_touch_up)
      118    0.001    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\metrics.py:139(sp)
      193    0.001    0.000    0.001    0.000 {method 'startswith' of 'str' objects}
       90    0.001    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\uix\behaviors.py:103(on_touch_up)
       34    0.001    0.000    0.002    0.000 C:\Python27\lib\site-packages\kivy\input\motionevent.py:337(move)
      185    0.001    0.000    0.001    0.000 <string>:100(<module>)
      185    0.001    0.000    0.001    0.000 <string>:101(<module>)
        6    0.001    0.000    0.001    0.000 {method 'send' of '_socket.socket' objects}
       35    0.001    0.000    0.011    0.000 C:\Users\Divine\Documents\GitHub\3dl\listitems.py:126(__init__)
      165    0.001    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\animation.py:504(out_quad)
      167    0.001    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\core\text\__init__.py:478(_set_text)
       24    0.001    0.000    1.231    0.051 C:\Users\Divine\Documents\GitHub\3dl\listviews.py:112(_do_layout)
        9    0.001    0.000    0.011    0.001 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:121(on_screen_change)
      306    0.001    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\core\window\__init__.py:615(to_widget)
       30    0.001    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\clock.py:486(schedule_interval)
      217    0.001    0.000    0.001    0.000 {math.floor}
      120    0.000    0.000    0.000    0.000 {kivy.properties.dpi2px}
       96    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\utils.py:26(boundary)
      183    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\core\image\__init__.py:70(width)
       68    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\uix\scrollview.py:604(on_touch_move)
       52    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\motionevent.py:285(depack)
       78    0.000    0.000    0.001    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:635(on_touch_up)
       18    0.000    0.000    0.013    0.001 C:\Python27\lib\site-packages\kivy\uix\relativelayout.py:199(on_touch_down)
       35    0.000    0.000    1.614    0.046 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:140(__init__)
        6    0.000    0.000    0.001    0.000 C:\Python27\lib\logging\__init__.py:242(__init__)
       43    0.000    0.000    0.069    0.002 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:280(__init__)
       18    0.000    0.000    0.002    0.000 C:\Python27\lib\site-packages\kivy\input\providers\mouse.py:151(create_touch)
       32    0.000    0.000    0.686    0.021 C:\Python27\lib\site-packages\kivy\animation.py:200(stop)
       32    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\uix\textinput.py:2016(_set_cursor)
       18    0.000    0.000    0.003    0.000 C:\Python27\lib\site-packages\kivy\input\providers\mouse.py:186(on_mouse_press)
        6    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\uix\scrollview.py:715(update_from_scroll)
       96    0.000    0.000    0.000    0.000 {method 'split' of 'unicode' objects}
       87    0.000    0.000    0.001    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:621(on_touch_move)
      140    0.000    0.000    0.000    0.000 <string>:83(<module>)
      224    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\animation.py:353(on_progress)
      140    0.000    0.000    0.000    0.000 <string>:86(<module>)
      271    0.000    0.000    0.000    0.000 {method 'flip_vertical' of 'kivy.graphics.texture.Texture' objects}
       22    0.000    0.000    0.066    0.003 C:\Python27\lib\site-packages\kivy\effects\scroll.py:115(update)
      183    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\core\image\__init__.py:91(size)
      152    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       78    0.000    0.000    0.001    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:429(on_touch_up)
       34    0.000    0.000    0.005    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:578(__init__)
       36    0.000    0.000    0.000    0.000 <string>:16(<module>)
       18    0.000    0.000    0.018    0.001 C:\Python27\lib\site-packages\kivy\core\window\__init__.py:669(on_touch_up)
      114    0.000    0.000    0.000    0.000 <string>:14(<module>)
       70    0.000    0.000    0.065    0.001 C:\Python27\lib\site-packages\kivy\core\window\__init__.py:634(on_motion)
       35    0.000    0.000    1.614    0.046 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:766(__init__)
      181    0.000    0.000    0.000    0.000 {method 'is_event_type' of 'kivy._event.EventDispatcher' objects}
       27    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\data\style.kv:905(<module>)
       18    0.000    0.000    0.022    0.001 C:\Python27\lib\site-packages\kivy\core\window\__init__.py:651(on_touch_down)
      150    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\core\text\__init__.py:501(height)
       30    0.000    0.000    0.001    0.000 C:\Python27\lib\threading.py:146(acquire)
       38    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\uix\textinput.py:1778(_split_smart)
       22    0.000    0.000    0.066    0.003 C:\Python27\lib\site-packages\kivy\effects\kinetic.py:132(update)
       18    0.000    0.000    0.000    0.000 <string>:43(<module>)
       20    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:481(_double_tap_interval)
       16    0.000    0.000    0.017    0.001 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:200(_trigger_press)
       18    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\input\providers\mouse.py:163(remove_touch)
      183    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\core\image\__init__.py:84(data)
       49    0.000    0.000    0.000    0.000 <string>:156(<module>)
       34    0.000    0.000    0.006    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:377(__init__)
       32    0.000    0.000    0.002    0.000 C:\Python27\lib\site-packages\kivy\animation.py:208(cancel)
       26    0.000    0.000    0.000    0.000 <string>:51(<module>)
       33    0.000    0.000    0.000    0.000 <string>:12(<module>)
       70    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\base.py:285(_dispatch_input)
       44    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\listviews.py:276(_lcm)
       34    0.000    0.000    0.008    0.000 C:\Python27\lib\site-packages\kivy\modules\inspector.py:243(on_touch_move)
       36    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\uix\scrollview.py:512(on_touch_down)
       10    0.000    0.000    0.683    0.068 C:\Python27\lib\site-packages\kivy\uix\screenmanager.py:369(_on_complete)
       18    0.000    0.000    0.006    0.000 C:\Users\Divine\Documents\GitHub\3dl\scroller.py:107(on_touch_down)
        5    0.000    0.000    0.000    0.000 {method 'fetchall' of 'apsw.Cursor' objects}
       32    0.000    0.000    0.002    0.000 C:\Python27\lib\site-packages\kivy\uix\textinput.py:395(get_cursor_from_index)
       90    0.000    0.000    0.000    0.000 <string>:36(<module>)
       30    0.000    0.000    0.000    0.000 C:\Python27\lib\threading.py:186(release)
       10    0.000    0.000    0.013    0.001 C:\Python27\lib\site-packages\kivy\uix\screenmanager.py:839(on_current)
       49    0.000    0.000    0.000    0.000 <string>:168(<module>)
       32    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\clock.py:526(_remove_empty)
       56    0.000    0.000    0.000    0.000 <string>:137(<module>)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'apsw.Connection' objects}
       27    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\uix\textinput.py:359(cursor_index)
      157    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\animation.py:493(linear)
       65    0.000    0.000    0.000    0.000 <string>:124(<module>)
       16    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\uix\textinput.py:1690(_get_cursor_pos)
        6    0.000    0.000    0.041    0.007 C:\Python27\lib\idlelib\rpc.py:295(_getresponse)
       17    0.000    0.000    0.003    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:213(on_touch_down)
       26    0.000    0.000    0.000    0.000 <string>:22(<module>)
      140    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\core\window\__init__.py:255(_get_modifiers)
       18    0.000    0.000    0.049    0.003 C:\Python27\lib\logging\__init__.py:736(handle)
        6    0.000    0.000    0.002    0.000 C:\Python27\lib\idlelib\rpc.py:321(putmessage)
        5    0.000    0.000    0.000    0.000 {_ctypes.POINTER}
      4/2    0.000    0.000    0.001    0.001 C:\Python27\lib\sre_parse.py:379(_parse)
       34    0.000    0.000    0.001    0.000 <string>:143(<module>)
       18    0.000    0.000    0.014    0.001 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:104(on_touch_down)
        6    0.000    0.000    0.000    0.000 {method 'flush' of 'file' objects}
       34    0.000    0.000    0.014    0.000 C:\Python27\lib\site-packages\kivy\uix\screenmanager.py:995(on_touch_move)
      183    0.000    0.000    0.000    0.000 {id}
       57    0.000    0.000    0.000    0.000 <string>:153(<module>)
       32    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\animation.py:289(_clock_uninstall)
       28    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\input\motionevent.py:328(ungrab)
       38    0.000    0.000    0.004    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:788(on_touch_down)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\providers\leapfinger.py:4(<module>)
       99    0.000    0.000    0.000    0.000 <string>:90(<module>)
       28    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\data\style.kv:910(<module>)
       16    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\uix\textinput.py:1395(_trigger_refresh_text)
       43    0.000    0.000    0.000    0.000 <string>:84(<module>)
       36    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\uix\scrollview.py:675(on_touch_up)
       34    0.000    0.000    0.001    0.000 <string>:145(<module>)
       34    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\listscreen.py:90(_args_converter)
       21    0.000    0.000    0.009    0.000 C:\Users\Divine\Documents\GitHub\3dl\scroller.py:147(on_touch_up)
       24    0.000    0.000    0.001    0.000 C:\Python27\lib\logging\__init__.py:693(acquire)
       43    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\uix\textinput.py:1708(_get_line_options)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\sre_compile.py:207(_optimize_charset)
       10    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\input\motionevent.py:107(__new__)
       42    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\animation.py:615(out_expo)
       41    0.000    0.000    0.000    0.000 {method 'encode' of 'unicode' objects}
      113    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       12    0.000    0.000    0.000    0.000 C:\Python27\lib\ctypes\__init__.py:382(__getitem__)
       16    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\animation.py:283(_clock_install)
       38    0.000    0.000    0.000    0.000 <string>:49(<module>)
       18    0.000    0.000    0.001    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:284(on_state)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\threading.py:259(__init__)
       34    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\providers\mouse.py:58(update_graphics)
       90    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\motionevent.py:464(is_mouse_scrolling)
        6    0.000    0.000    0.045    0.008 C:\Python27\lib\idlelib\PyShell.py:1338(write)
        6    0.000    0.000    0.000    0.000 {select.select}
      103    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\core\window\__init__.py:352(_get_rotation)
        6    0.000    0.000    0.003    0.000 C:\Python27\lib\idlelib\rpc.py:218(asynccall)
       15    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\uix\textinput.py:892(on_touch_down)
       18    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\providers\mouse.py:144(find_touch)
       56    0.000    0.000    0.000    0.000 <string>:104(<module>)
       11    0.000    0.000    0.012    0.001 C:\Python27\lib\site-packages\kivy\uix\relativelayout.py:215(on_touch_up)
       27    0.000    0.000    0.022    0.001 C:\Python27\lib\site-packages\kivy\uix\textinput.py:1409(_refresh_text_from_property)
       29    0.000    0.000    0.001    0.000 <string>:115(<module>)
       32    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\animation.py:265(_unregister)
       18    0.000    0.000    0.000    0.000 <string>:79(<module>)
       18    0.000    0.000    0.004    0.000 C:\Python27\lib\site-packages\kivy\modules\inspector.py:250(on_touch_up)
    55/46    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\uix\widget.py:309(on_disabled)
       10    0.000    0.000    0.000    0.000 {method 'create_property' of 'kivy._event.EventDispatcher' objects}
       20    0.000    0.000    0.011    0.001 C:\Python27\lib\site-packages\kivy\uix\relativelayout.py:190(do_layout)
       76    0.000    0.000    0.000    0.000 <string>:95(<module>)
       56    0.000    0.000    0.000    0.000 <string>:123(<module>)
        6    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\adapters.py:16(on_data)
       65    0.000    0.000    0.000    0.000 <string>:138(<module>)
       56    0.000    0.000    0.000    0.000 <string>:94(<module>)
       37    0.000    0.000    0.000    0.000 <string>:47(<module>)
        6    0.000    0.000    0.042    0.007 C:\Python27\lib\idlelib\rpc.py:238(asyncreturn)
       56    0.000    0.000    0.000    0.000 <string>:113(<module>)
       16    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:514(on_state)
       65    0.000    0.000    0.000    0.000 <string>:126(<module>)
       90    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\uix\textinput.py:2078(_get_cursor_row)
       18    0.000    0.000    0.007    0.000 C:\Python27\lib\site-packages\kivy\modules\inspector.py:233(on_touch_down)
       15    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\uix\screenmanager.py:860(get_screen)
       28    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\motionevent.py:297(grab)
       16    0.000    0.000    0.002    0.000 C:\Python27\lib\site-packages\kivy\animation.py:192(start)
        9    0.000    0.000    0.000    0.000 C:\Python27\lib\ConfigParser.py:590(get)
       35    0.000    0.000    0.001    0.000 <string>:122(<module>)
       18    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\input\providers\mouse.py:205(on_mouse_release)
       65    0.000    0.000    0.000    0.000 <string>:106(<module>)
        6    0.000    0.000    0.041    0.007 C:\Python27\lib\threading.py:308(wait)
        7    0.000    0.000    0.537    0.077 C:\Users\Divine\Documents\GitHub\3dl\listviews.py:122(_reset_spopulate)
       18    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:172(on_touch_down)
       76    0.000    0.000    0.000    0.000 {method 'replace' of 'unicode' objects}
       93    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\clock.py:447(get_time)
       16    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\animation.py:269(_initialize)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\providers\mouse.py:30(<module>)
       37    0.000    0.000    0.000    0.000 {pow}
      102    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\core\window\__init__.py:621(get_root_window)
       26    0.000    0.000    0.000    0.000 C:\Python27\lib\sre_parse.py:182(__next)
       10    0.000    0.000    0.001    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:492(on_touch_down)
       25    0.000    0.000    0.001    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:704(on_touch_down)
       78    0.000    0.000    0.000    0.000 C:\Python27\lib\threading.py:63(_note)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\shape.py:6(<module>)
       15    0.000    0.000    0.001    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:40(on_touch_down)
       18    0.000    0.000    0.014    0.001 C:\Python27\lib\site-packages\kivy\uix\screenmanager.py:990(on_touch_down)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\uix\treeview.py:426(_do_layout)
       10    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\effects\scroll.py:110(start)
       47    0.000    0.000    0.008    0.000 C:\Python27\lib\site-packages\kivy\core\text\__init__.py:485(texture_1px)
       12    0.000    0.000    0.000    0.000 <string>:50(<module>)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\ctypes\wintypes.py:146(WIN32_FIND_DATAA)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\base.py:174(stop)
        6    0.000    0.000    0.049    0.008 C:\Python27\lib\logging\__init__.py:1303(callHandlers)
       77    0.000    0.000    0.000    0.000 {method 'itervalues' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\logger.py:228(format)
       23    0.000    0.000    0.001    0.000 C:\Users\Divine\Documents\GitHub\3dl\listitems.py:34(on_touch_down)
       42    0.000    0.000    0.000    0.000 C:\Python27\lib\idlelib\rpc.py:149(debug)
       98    0.000    0.000    0.000    0.000 {callable}
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\ctypes\wintypes.py:158(WIN32_FIND_DATAW)
       90    0.000    0.000    0.000    0.000 {thread.get_ident}
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\sre_compile.py:258(_mk_bitmap)
       24    0.000    0.000    0.000    0.000 <string>:85(<module>)
       18    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\uix\textinput.py:382(cursor_offset)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\ctypes\__init__.py:119(WINFUNCTYPE)
        7    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\cache.py:63(append)
        5    0.000    0.000    0.014    0.003 C:\Python27\lib\site-packages\kivy\uix\textinput.py:1388(_refresh_line_options)
       18    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\providers\mouse.py:78(clear_graphics)
       35    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:754(_get_state)
        5    0.000    0.000    0.001    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:769(_do_select)
        5    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\effects\kinetic.py:144(stop)
        5    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\effects\scroll.py:119(stop)
        6    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\listviews.py:116(on__sizes)
        7    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\listitems.py:87(on_hold_down)
        7    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\data\style.kv:28(<module>)
      4/2    0.000    0.000    0.001    0.000 C:\Python27\lib\sre_compile.py:32(_compile)
        6    0.000    0.000    0.046    0.008 C:\Python27\lib\logging\__init__.py:839(emit)
       12    0.000    0.000    0.001    0.000 C:\Python27\lib\ctypes\__init__.py:375(__getattr__)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\logging\__init__.py:1216(findCaller)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\logging\__init__.py:828(flush)
       10    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\uix\floatlayout.py:118(remove_widget)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\postproc\tripletap.py:8(<module>)
        5    0.000    0.000    0.003    0.001 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:554(cancel)
       18    0.000    0.000    0.013    0.001 C:\Python27\lib\site-packages\kivy\uix\screenmanager.py:1000(on_touch_up)
       31    0.000    0.000    0.000    0.000 <string>:131(<module>)
        6    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\logger.py:175(_write_message)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\postproc\retaintouch.py:6(<module>)
       20    0.000    0.000    0.001    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:477(on__switch)
        9    0.000    0.000    0.000    0.000 <string>:27(<module>)
       70    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
       24    0.000    0.000    0.001    0.000 C:\Python27\lib\logging\__init__.py:700(release)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\providers\wm_touch.py:135(start)
        8    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:381(on_state)
       28    0.000    0.000    0.000    0.000 <string>:165(<module>)
       37    0.000    0.000    0.000    0.000 <string>:166(<module>)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\_abcoll.py:526(update)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\ntpath.py:164(split)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\postproc\dejitter.py:13(<module>)
        6    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\adapters.py:25(delete_cache)
       36    0.000    0.000    0.000    0.000 <string>:77(<module>)
       22    0.000    0.000    0.014    0.001 C:\Python27\lib\site-packages\kivy\uix\textinput.py:1399(<lambda>)
       36    0.000    0.000    0.000    0.000 <string>:193(<module>)
        4    0.000    0.000    0.003    0.001 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:246(cancel)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\logging\__init__.py:153(getLevelName)
       20    0.000    0.000    0.000    0.000 {method 'format' of 'unicode' objects}
       68    0.000    0.000    0.000    0.000 {method 'join' of 'unicode' objects}
       10    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\uix\scrollview.py:239(_get_hbar)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\postproc\ignorelist.py:6(<module>)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\collections.py:38(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\motionevent.py:122(MotionEvent)
       37    0.000    0.000    0.000    0.000 <string>:154(<module>)
      3/2    0.000    0.000    0.001    0.001 C:\Python27\lib\sre_parse.py:301(_parse_sub)
       35    0.000    0.000    0.000    0.000 <string>:13(<module>)
       13    0.000    0.000    0.007    0.001 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:207(_trigger_release)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\lib\osc\OSC.py:50(OSCMessage)
       10    0.000    0.000    0.002    0.000 C:\Python27\lib\site-packages\kivy\uix\screenmanager.py:836(real_remove_widget)
        4    0.000    0.000    0.002    0.000 C:\Users\Divine\Documents\GitHub\3dl\adapters.py:68(handle_selection)
       10    0.000    0.000    0.001    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:299(on_touch_down)
        6    0.000    0.000    0.051    0.008 C:\Python27\lib\logging\__init__.py:1250(_log)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\core\window\__init__.py:714(update_childsize)
       10    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\uix\screenmanager.py:830(real_add_widget)
        2    0.000    0.000    0.002    0.001 C:\Users\Divine\Documents\GitHub\3dl\archivescreen.py:48(on_pre_enter)
       28    0.000    0.000    0.000    0.000 <string>:105(<module>)
        9    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\kivy\config.py:317(get)
       28    0.000    0.000    0.000    0.000 <string>:149(<module>)
       18    0.000    0.000    0.000    0.000 C:\Python27\lib\threading.py:1152(currentThread)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\logging\__init__.py:451(format)
        6    0.000    0.000    0.045    0.007 C:\Python27\lib\idlelib\rpc.py:208(remotecall)
       28    0.000    0.000    0.000    0.000 <string>:161(<module>)
       18    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\motionevent.py:418(update_time_end)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\ctypes\__init__.py:349(__init__)
      5/3    0.000    0.000    0.000    0.000 C:\Python27\lib\sre_parse.py:140(getwidth)
        8    0.000    0.000    0.000    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:594(on_state)
        5    0.000    0.000    0.001    0.000 C:\Users\Divine\Documents\GitHub\3dl\uiux.py:607(on_touch_down)
        1    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\provider.py:10(<module>)
       21    0.000    0.000    0.000    0.000 C:\Python27\lib\sre_parse.py:201(get)
        9    0.000    0.000    0.000    0.000 C:\Python27\lib\ConfigParser.py:570(__getitem__)
        4    0.000    0.000    0.001    0.000 C:\Users\Divine\Documents\GitHub\3dl\adapters.py:77(select_item_view)
       10    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\effects\kinetic.py:117(start)
       18    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\kivy\input\postproc\tripletap.py:38(find_triple_tap)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\genericpath.py:85(_splitext)
       15    0.000    0.000    0.000    0.000 <string>:26(<module>)
       16    0.000    0.000    0.000    0.000 C:\Python27\lib\sre_parse.py:130(__getitem__)
       36    0.000    0.000    0.000    0.000 {pygame.key.get_mods}
